,0
1914,056.Pine_Grosbeak
1915,056.Pine_Grosbeak
1916,056.Pine_Grosbeak
1917,056.Pine_Grosbeak
1918,056.Pine_Grosbeak
1919,056.Pine_Grosbeak
1920,054.Blue_Grosbeak
1921,054.Blue_Grosbeak
1922,054.Blue_Grosbeak
1923,054.Blue_Grosbeak
1924,054.Blue_Grosbeak
1925,054.Blue_Grosbeak
1926,054.Blue_Grosbeak
1927,054.Blue_Grosbeak
1928,054.Blue_Grosbeak
1929,054.Blue_Grosbeak
1930,054.Blue_Grosbeak
1931,054.Blue_Grosbeak
1932,054.Blue_Grosbeak
1933,054.Blue_Grosbeak
1934,054.Blue_Grosbeak
1935,054.Blue_Grosbeak
1936,054.Blue_Grosbeak
1937,054.Blue_Grosbeak
1938,054.Blue_Grosbeak
1939,054.Blue_Grosbeak
1940,054.Blue_Grosbeak
1941,054.Blue_Grosbeak
1942,054.Blue_Grosbeak
1943,054.Blue_Grosbeak
1944,054.Blue_Grosbeak
1945,054.Blue_Grosbeak
1946,054.Blue_Grosbeak
1947,054.Blue_Grosbeak
1948,054.Blue_Grosbeak
1949,054.Blue_Grosbeak
1950,116.Chipping_Sparrow
1951,116.Chipping_Sparrow
1952,116.Chipping_Sparrow
1953,116.Chipping_Sparrow
1954,116.Chipping_Sparrow
1955,116.Chipping_Sparrow
1956,116.Chipping_Sparrow
1957,116.Chipping_Sparrow
1958,116.Chipping_Sparrow
1959,116.Chipping_Sparrow
1960,116.Chipping_Sparrow
1961,116.Chipping_Sparrow
1962,116.Chipping_Sparrow
1963,116.Chipping_Sparrow
1964,116.Chipping_Sparrow
1965,116.Chipping_Sparrow
1966,116.Chipping_Sparrow
1967,116.Chipping_Sparrow
1968,116.Chipping_Sparrow
1969,116.Chipping_Sparrow
1970,116.Chipping_Sparrow
1971,116.Chipping_Sparrow
1972,116.Chipping_Sparrow
1973,116.Chipping_Sparrow
1974,116.Chipping_Sparrow
1975,116.Chipping_Sparrow
1976,116.Chipping_Sparrow
1977,116.Chipping_Sparrow
1978,116.Chipping_Sparrow
1979,116.Chipping_Sparrow
1980,076.Dark_eyed_Junco
1981,076.Dark_eyed_Junco
1982,076.Dark_eyed_Junco
1983,076.Dark_eyed_Junco
1984,076.Dark_eyed_Junco
1985,076.Dark_eyed_Junco
1986,076.Dark_eyed_Junco
1987,076.Dark_eyed_Junco
1988,076.Dark_eyed_Junco
1989,076.Dark_eyed_Junco
1990,076.Dark_eyed_Junco
1991,076.Dark_eyed_Junco
1992,076.Dark_eyed_Junco
1993,076.Dark_eyed_Junco
1994,076.Dark_eyed_Junco
1995,076.Dark_eyed_Junco
1996,076.Dark_eyed_Junco
1997,076.Dark_eyed_Junco
1998,076.Dark_eyed_Junco
1999,076.Dark_eyed_Junco
2000,076.Dark_eyed_Junco
2001,076.Dark_eyed_Junco
2002,076.Dark_eyed_Junco
2003,076.Dark_eyed_Junco
2004,076.Dark_eyed_Junco
2005,076.Dark_eyed_Junco
2006,076.Dark_eyed_Junco
2007,076.Dark_eyed_Junco
2008,076.Dark_eyed_Junco
2009,076.Dark_eyed_Junco
2010,059.California_Gull
2011,059.California_Gull
2012,059.California_Gull
2013,059.California_Gull
2014,059.California_Gull
2015,059.California_Gull
2016,059.California_Gull
2017,059.California_Gull
2018,059.California_Gull
2019,059.California_Gull
2020,059.California_Gull
2021,059.California_Gull
2022,059.California_Gull
2023,059.California_Gull
2024,059.California_Gull
2025,059.California_Gull
2026,059.California_Gull
2027,059.California_Gull
2028,059.California_Gull
2029,059.California_Gull
2030,059.California_Gull
2031,059.California_Gull
2032,059.California_Gull
2033,059.California_Gull
2034,059.California_Gull
2035,059.California_Gull
2036,059.California_Gull
2037,059.California_Gull
2038,059.California_Gull
2039,059.California_Gull
2040,155.Warbling_Vireo
2041,155.Warbling_Vireo
2042,155.Warbling_Vireo
2043,155.Warbling_Vireo
2044,155.Warbling_Vireo
2045,155.Warbling_Vireo
2046,155.Warbling_Vireo
2047,155.Warbling_Vireo
2048,155.Warbling_Vireo
2049,155.Warbling_Vireo
2050,155.Warbling_Vireo
2051,155.Warbling_Vireo
2052,155.Warbling_Vireo
2053,155.Warbling_Vireo
2054,155.Warbling_Vireo
2055,155.Warbling_Vireo
2056,155.Warbling_Vireo
2057,155.Warbling_Vireo
2058,155.Warbling_Vireo
2059,155.Warbling_Vireo
2060,155.Warbling_Vireo
2061,155.Warbling_Vireo
2062,155.Warbling_Vireo
2063,155.Warbling_Vireo
2064,155.Warbling_Vireo
2065,155.Warbling_Vireo
2066,155.Warbling_Vireo
2067,155.Warbling_Vireo
2068,155.Warbling_Vireo
2069,155.Warbling_Vireo
2070,143.Caspian_Tern
2071,143.Caspian_Tern
2072,143.Caspian_Tern
2073,143.Caspian_Tern
2074,143.Caspian_Tern
2075,143.Caspian_Tern
2076,143.Caspian_Tern
2077,143.Caspian_Tern
2078,143.Caspian_Tern
2079,143.Caspian_Tern
2080,143.Caspian_Tern
2081,143.Caspian_Tern
2082,143.Caspian_Tern
2083,143.Caspian_Tern
2084,143.Caspian_Tern
2085,143.Caspian_Tern
2086,143.Caspian_Tern
2087,143.Caspian_Tern
2088,143.Caspian_Tern
2089,143.Caspian_Tern
2090,143.Caspian_Tern
2091,143.Caspian_Tern
2092,143.Caspian_Tern
2093,143.Caspian_Tern
2094,143.Caspian_Tern
2095,143.Caspian_Tern
2096,143.Caspian_Tern
2097,143.Caspian_Tern
2098,143.Caspian_Tern
2099,143.Caspian_Tern
2100,047.American_Goldfinch
2101,047.American_Goldfinch
2102,047.American_Goldfinch
2103,047.American_Goldfinch
2104,047.American_Goldfinch
2105,047.American_Goldfinch
2106,047.American_Goldfinch
2107,047.American_Goldfinch
2108,047.American_Goldfinch
2109,047.American_Goldfinch
2110,047.American_Goldfinch
2111,047.American_Goldfinch
2112,047.American_Goldfinch
2113,047.American_Goldfinch
2114,047.American_Goldfinch
2115,047.American_Goldfinch
2116,047.American_Goldfinch
2117,047.American_Goldfinch
2118,047.American_Goldfinch
2119,047.American_Goldfinch
2120,047.American_Goldfinch
2121,047.American_Goldfinch
2122,047.American_Goldfinch
2123,047.American_Goldfinch
2124,047.American_Goldfinch
2125,047.American_Goldfinch
2126,047.American_Goldfinch
2127,047.American_Goldfinch
2128,047.American_Goldfinch
2129,047.American_Goldfinch
2130,072.Pomarine_Jaeger
2131,072.Pomarine_Jaeger
2132,072.Pomarine_Jaeger
2133,072.Pomarine_Jaeger
2134,072.Pomarine_Jaeger
2135,072.Pomarine_Jaeger
2136,072.Pomarine_Jaeger
2137,072.Pomarine_Jaeger
2138,072.Pomarine_Jaeger
2139,072.Pomarine_Jaeger
2140,072.Pomarine_Jaeger
2141,072.Pomarine_Jaeger
2142,072.Pomarine_Jaeger
2143,072.Pomarine_Jaeger
2144,072.Pomarine_Jaeger
2145,072.Pomarine_Jaeger
2146,072.Pomarine_Jaeger
2147,072.Pomarine_Jaeger
2148,072.Pomarine_Jaeger
2149,072.Pomarine_Jaeger
2150,072.Pomarine_Jaeger
2151,072.Pomarine_Jaeger
2152,072.Pomarine_Jaeger
2153,072.Pomarine_Jaeger
2154,072.Pomarine_Jaeger
2155,072.Pomarine_Jaeger
2156,072.Pomarine_Jaeger
2157,072.Pomarine_Jaeger
2158,072.Pomarine_Jaeger
2159,072.Pomarine_Jaeger
2160,070.Green_Violetear
2161,070.Green_Violetear
2162,070.Green_Violetear
2163,070.Green_Violetear
2164,070.Green_Violetear
2165,070.Green_Violetear
2166,070.Green_Violetear
2167,070.Green_Violetear
2168,070.Green_Violetear
2169,070.Green_Violetear
2170,070.Green_Violetear
2171,070.Green_Violetear
2172,070.Green_Violetear
2173,070.Green_Violetear
2174,070.Green_Violetear
2175,070.Green_Violetear
2176,070.Green_Violetear
2177,070.Green_Violetear
2178,070.Green_Violetear
2179,070.Green_Violetear
2180,070.Green_Violetear
2181,070.Green_Violetear
2182,070.Green_Violetear
2183,070.Green_Violetear
2184,070.Green_Violetear
2185,070.Green_Violetear
2186,070.Green_Violetear
2187,070.Green_Violetear
2188,070.Green_Violetear
2189,070.Green_Violetear
2190,063.Ivory_Gull
2191,063.Ivory_Gull
2192,063.Ivory_Gull
2193,063.Ivory_Gull
2194,063.Ivory_Gull
2195,063.Ivory_Gull
2196,063.Ivory_Gull
2197,063.Ivory_Gull
2198,063.Ivory_Gull
2199,063.Ivory_Gull
2200,063.Ivory_Gull
2201,063.Ivory_Gull
2202,063.Ivory_Gull
2203,063.Ivory_Gull
2204,063.Ivory_Gull
2205,063.Ivory_Gull
2206,063.Ivory_Gull
2207,063.Ivory_Gull
2208,063.Ivory_Gull
2209,063.Ivory_Gull
2210,063.Ivory_Gull
2211,063.Ivory_Gull
2212,063.Ivory_Gull
2213,063.Ivory_Gull
2214,063.Ivory_Gull
2215,063.Ivory_Gull
2216,063.Ivory_Gull
2217,063.Ivory_Gull
2218,063.Ivory_Gull
2219,063.Ivory_Gull
2220,094.White_breasted_Nuthatch
2221,094.White_breasted_Nuthatch
2222,094.White_breasted_Nuthatch
2223,094.White_breasted_Nuthatch
2224,094.White_breasted_Nuthatch
2225,094.White_breasted_Nuthatch
2226,094.White_breasted_Nuthatch
2227,094.White_breasted_Nuthatch
2228,094.White_breasted_Nuthatch
2229,094.White_breasted_Nuthatch
2230,094.White_breasted_Nuthatch
2231,094.White_breasted_Nuthatch
2232,094.White_breasted_Nuthatch
2233,094.White_breasted_Nuthatch
2234,094.White_breasted_Nuthatch
2235,094.White_breasted_Nuthatch
2236,094.White_breasted_Nuthatch
2237,094.White_breasted_Nuthatch
2238,094.White_breasted_Nuthatch
2239,094.White_breasted_Nuthatch
2240,094.White_breasted_Nuthatch
2241,094.White_breasted_Nuthatch
2242,094.White_breasted_Nuthatch
2243,094.White_breasted_Nuthatch
2244,094.White_breasted_Nuthatch
2245,094.White_breasted_Nuthatch
2246,094.White_breasted_Nuthatch
2247,094.White_breasted_Nuthatch
2248,094.White_breasted_Nuthatch
2249,094.White_breasted_Nuthatch
2250,080.Green_Kingfisher
2251,080.Green_Kingfisher
2252,080.Green_Kingfisher
2253,080.Green_Kingfisher
2254,080.Green_Kingfisher
2255,080.Green_Kingfisher
2256,080.Green_Kingfisher
2257,080.Green_Kingfisher
2258,080.Green_Kingfisher
2259,080.Green_Kingfisher
2260,080.Green_Kingfisher
2261,080.Green_Kingfisher
2262,080.Green_Kingfisher
2263,080.Green_Kingfisher
2264,080.Green_Kingfisher
2265,080.Green_Kingfisher
2266,080.Green_Kingfisher
2267,080.Green_Kingfisher
2268,080.Green_Kingfisher
2269,080.Green_Kingfisher
2270,080.Green_Kingfisher
2271,080.Green_Kingfisher
2272,080.Green_Kingfisher
2273,080.Green_Kingfisher
2274,080.Green_Kingfisher
2275,080.Green_Kingfisher
2276,080.Green_Kingfisher
2277,080.Green_Kingfisher
2278,080.Green_Kingfisher
2279,080.Green_Kingfisher
2280,165.Chestnut_sided_Warbler
2281,165.Chestnut_sided_Warbler
2282,165.Chestnut_sided_Warbler
2283,165.Chestnut_sided_Warbler
2284,165.Chestnut_sided_Warbler
2285,165.Chestnut_sided_Warbler
2286,165.Chestnut_sided_Warbler
2287,165.Chestnut_sided_Warbler
2288,165.Chestnut_sided_Warbler
2289,165.Chestnut_sided_Warbler
2290,165.Chestnut_sided_Warbler
2291,165.Chestnut_sided_Warbler
2292,165.Chestnut_sided_Warbler
2293,165.Chestnut_sided_Warbler
2294,165.Chestnut_sided_Warbler
2295,165.Chestnut_sided_Warbler
2296,165.Chestnut_sided_Warbler
2297,165.Chestnut_sided_Warbler
2298,165.Chestnut_sided_Warbler
2299,165.Chestnut_sided_Warbler
2300,165.Chestnut_sided_Warbler
2301,165.Chestnut_sided_Warbler
2302,165.Chestnut_sided_Warbler
2303,165.Chestnut_sided_Warbler
2304,165.Chestnut_sided_Warbler
2305,165.Chestnut_sided_Warbler
2306,165.Chestnut_sided_Warbler
2307,165.Chestnut_sided_Warbler
2308,165.Chestnut_sided_Warbler
2309,165.Chestnut_sided_Warbler
2310,029.American_Crow
2311,029.American_Crow
2312,029.American_Crow
2313,029.American_Crow
2314,029.American_Crow
2315,029.American_Crow
2316,029.American_Crow
2317,029.American_Crow
2318,029.American_Crow
2319,029.American_Crow
2320,029.American_Crow
2321,029.American_Crow
2322,029.American_Crow
2323,029.American_Crow
2324,029.American_Crow
2325,029.American_Crow
2326,029.American_Crow
2327,029.American_Crow
2328,029.American_Crow
2329,029.American_Crow
2330,029.American_Crow
2331,029.American_Crow
2332,029.American_Crow
2333,029.American_Crow
2334,029.American_Crow
2335,029.American_Crow
2336,029.American_Crow
2337,029.American_Crow
2338,029.American_Crow
2339,029.American_Crow
2340,167.Hooded_Warbler
2341,167.Hooded_Warbler
2342,167.Hooded_Warbler
2343,167.Hooded_Warbler
2344,167.Hooded_Warbler
2345,167.Hooded_Warbler
2346,167.Hooded_Warbler
2347,167.Hooded_Warbler
2348,167.Hooded_Warbler
2349,167.Hooded_Warbler
2350,167.Hooded_Warbler
2351,167.Hooded_Warbler
2352,167.Hooded_Warbler
2353,167.Hooded_Warbler
2354,167.Hooded_Warbler
2355,167.Hooded_Warbler
2356,167.Hooded_Warbler
2357,167.Hooded_Warbler
2358,167.Hooded_Warbler
2359,167.Hooded_Warbler
2360,167.Hooded_Warbler
2361,167.Hooded_Warbler
2362,167.Hooded_Warbler
2363,167.Hooded_Warbler
2364,167.Hooded_Warbler
2365,167.Hooded_Warbler
2366,167.Hooded_Warbler
2367,167.Hooded_Warbler
2368,167.Hooded_Warbler
2369,167.Hooded_Warbler
2370,164.Cerulean_Warbler
2371,164.Cerulean_Warbler
2372,164.Cerulean_Warbler
2373,164.Cerulean_Warbler
2374,164.Cerulean_Warbler
2375,164.Cerulean_Warbler
2376,164.Cerulean_Warbler
2377,164.Cerulean_Warbler
2378,164.Cerulean_Warbler
2379,164.Cerulean_Warbler
2380,164.Cerulean_Warbler
2381,164.Cerulean_Warbler
2382,164.Cerulean_Warbler
2383,164.Cerulean_Warbler
2384,164.Cerulean_Warbler
2385,164.Cerulean_Warbler
2386,164.Cerulean_Warbler
2387,164.Cerulean_Warbler
2388,164.Cerulean_Warbler
2389,164.Cerulean_Warbler
2390,164.Cerulean_Warbler
2391,164.Cerulean_Warbler
2392,164.Cerulean_Warbler
2393,164.Cerulean_Warbler
2394,164.Cerulean_Warbler
2395,164.Cerulean_Warbler
2396,164.Cerulean_Warbler
2397,164.Cerulean_Warbler
2398,164.Cerulean_Warbler
2399,164.Cerulean_Warbler
2400,199.Winter_Wren
2401,199.Winter_Wren
2402,199.Winter_Wren
2403,199.Winter_Wren
2404,199.Winter_Wren
2405,199.Winter_Wren
2406,199.Winter_Wren
2407,199.Winter_Wren
2408,199.Winter_Wren
2409,199.Winter_Wren
2410,199.Winter_Wren
2411,199.Winter_Wren
2412,199.Winter_Wren
2413,199.Winter_Wren
2414,199.Winter_Wren
2415,199.Winter_Wren
2416,199.Winter_Wren
2417,199.Winter_Wren
2418,199.Winter_Wren
2419,199.Winter_Wren
2420,199.Winter_Wren
2421,199.Winter_Wren
2422,199.Winter_Wren
2423,199.Winter_Wren
2424,199.Winter_Wren
2425,199.Winter_Wren
2426,199.Winter_Wren
2427,199.Winter_Wren
2428,199.Winter_Wren
2429,199.Winter_Wren
2430,096.Hooded_Oriole
2431,096.Hooded_Oriole
2432,096.Hooded_Oriole
2433,096.Hooded_Oriole
2434,096.Hooded_Oriole
2435,096.Hooded_Oriole
2436,096.Hooded_Oriole
2437,096.Hooded_Oriole
2438,096.Hooded_Oriole
2439,096.Hooded_Oriole
2440,096.Hooded_Oriole
2441,096.Hooded_Oriole
2442,096.Hooded_Oriole
2443,096.Hooded_Oriole
2444,096.Hooded_Oriole
2445,096.Hooded_Oriole
2446,096.Hooded_Oriole
2447,096.Hooded_Oriole
2448,096.Hooded_Oriole
2449,096.Hooded_Oriole
2450,096.Hooded_Oriole
2451,096.Hooded_Oriole
2452,096.Hooded_Oriole
2453,096.Hooded_Oriole
2454,096.Hooded_Oriole
2455,096.Hooded_Oriole
2456,096.Hooded_Oriole
2457,096.Hooded_Oriole
2458,096.Hooded_Oriole
2459,096.Hooded_Oriole
2460,057.Rose_breasted_Grosbeak
2461,057.Rose_breasted_Grosbeak
2462,057.Rose_breasted_Grosbeak
2463,057.Rose_breasted_Grosbeak
2464,057.Rose_breasted_Grosbeak
2465,057.Rose_breasted_Grosbeak
2466,057.Rose_breasted_Grosbeak
2467,057.Rose_breasted_Grosbeak
2468,057.Rose_breasted_Grosbeak
2469,057.Rose_breasted_Grosbeak
2470,057.Rose_breasted_Grosbeak
2471,057.Rose_breasted_Grosbeak
2472,057.Rose_breasted_Grosbeak
2473,057.Rose_breasted_Grosbeak
2474,057.Rose_breasted_Grosbeak
2475,057.Rose_breasted_Grosbeak
2476,057.Rose_breasted_Grosbeak
2477,057.Rose_breasted_Grosbeak
2478,057.Rose_breasted_Grosbeak
2479,057.Rose_breasted_Grosbeak
2480,057.Rose_breasted_Grosbeak
2481,057.Rose_breasted_Grosbeak
2482,057.Rose_breasted_Grosbeak
2483,057.Rose_breasted_Grosbeak
2484,057.Rose_breasted_Grosbeak
2485,057.Rose_breasted_Grosbeak
2486,057.Rose_breasted_Grosbeak
2487,057.Rose_breasted_Grosbeak
2488,057.Rose_breasted_Grosbeak
2489,057.Rose_breasted_Grosbeak
2490,175.Pine_Warbler
2491,175.Pine_Warbler
2492,175.Pine_Warbler
2493,175.Pine_Warbler
2494,175.Pine_Warbler
2495,175.Pine_Warbler
2496,175.Pine_Warbler
2497,175.Pine_Warbler
2498,175.Pine_Warbler
2499,175.Pine_Warbler
2500,175.Pine_Warbler
2501,175.Pine_Warbler
2502,175.Pine_Warbler
2503,175.Pine_Warbler
2504,175.Pine_Warbler
2505,175.Pine_Warbler
2506,175.Pine_Warbler
2507,175.Pine_Warbler
2508,175.Pine_Warbler
2509,175.Pine_Warbler
2510,175.Pine_Warbler
2511,175.Pine_Warbler
2512,175.Pine_Warbler
2513,175.Pine_Warbler
2514,175.Pine_Warbler
2515,175.Pine_Warbler
2516,175.Pine_Warbler
2517,175.Pine_Warbler
2518,175.Pine_Warbler
2519,175.Pine_Warbler
2520,053.Western_Grebe
2521,053.Western_Grebe
2522,053.Western_Grebe
2523,053.Western_Grebe
2524,053.Western_Grebe
2525,053.Western_Grebe
2526,053.Western_Grebe
2527,053.Western_Grebe
2528,053.Western_Grebe
2529,053.Western_Grebe
2530,053.Western_Grebe
2531,053.Western_Grebe
2532,053.Western_Grebe
2533,053.Western_Grebe
2534,053.Western_Grebe
2535,053.Western_Grebe
2536,053.Western_Grebe
2537,053.Western_Grebe
2538,053.Western_Grebe
2539,053.Western_Grebe
2540,053.Western_Grebe
2541,053.Western_Grebe
2542,053.Western_Grebe
2543,053.Western_Grebe
2544,053.Western_Grebe
2545,053.Western_Grebe
2546,053.Western_Grebe
2547,053.Western_Grebe
2548,053.Western_Grebe
2549,053.Western_Grebe
2550,136.Barn_Swallow
2551,136.Barn_Swallow
2552,136.Barn_Swallow
2553,136.Barn_Swallow
2554,136.Barn_Swallow
2555,136.Barn_Swallow
2556,136.Barn_Swallow
2557,136.Barn_Swallow
2558,136.Barn_Swallow
2559,136.Barn_Swallow
2560,136.Barn_Swallow
2561,136.Barn_Swallow
2562,136.Barn_Swallow
2563,136.Barn_Swallow
2564,136.Barn_Swallow
2565,136.Barn_Swallow
2566,136.Barn_Swallow
2567,136.Barn_Swallow
2568,136.Barn_Swallow
2569,136.Barn_Swallow
2570,136.Barn_Swallow
2571,136.Barn_Swallow
2572,136.Barn_Swallow
2573,136.Barn_Swallow
2574,136.Barn_Swallow
2575,136.Barn_Swallow
2576,136.Barn_Swallow
2577,136.Barn_Swallow
2578,136.Barn_Swallow
2579,136.Barn_Swallow
2580,140.Summer_Tanager
2581,140.Summer_Tanager
2582,140.Summer_Tanager
2583,140.Summer_Tanager
2584,140.Summer_Tanager
2585,140.Summer_Tanager
2586,140.Summer_Tanager
2587,140.Summer_Tanager
2588,140.Summer_Tanager
2589,140.Summer_Tanager
2590,140.Summer_Tanager
2591,140.Summer_Tanager
2592,140.Summer_Tanager
2593,140.Summer_Tanager
2594,140.Summer_Tanager
2595,140.Summer_Tanager
2596,140.Summer_Tanager
2597,140.Summer_Tanager
2598,140.Summer_Tanager
2599,140.Summer_Tanager
2600,140.Summer_Tanager
2601,140.Summer_Tanager
2602,140.Summer_Tanager
2603,140.Summer_Tanager
2604,140.Summer_Tanager
2605,140.Summer_Tanager
2606,140.Summer_Tanager
2607,140.Summer_Tanager
2608,140.Summer_Tanager
2609,140.Summer_Tanager
2610,049.Boat_tailed_Grackle
2611,049.Boat_tailed_Grackle
2612,049.Boat_tailed_Grackle
2613,049.Boat_tailed_Grackle
2614,049.Boat_tailed_Grackle
2615,049.Boat_tailed_Grackle
2616,049.Boat_tailed_Grackle
2617,049.Boat_tailed_Grackle
2618,049.Boat_tailed_Grackle
2619,049.Boat_tailed_Grackle
2620,049.Boat_tailed_Grackle
2621,049.Boat_tailed_Grackle
2622,049.Boat_tailed_Grackle
2623,049.Boat_tailed_Grackle
2624,049.Boat_tailed_Grackle
2625,049.Boat_tailed_Grackle
2626,049.Boat_tailed_Grackle
2627,049.Boat_tailed_Grackle
2628,049.Boat_tailed_Grackle
2629,049.Boat_tailed_Grackle
2630,049.Boat_tailed_Grackle
2631,049.Boat_tailed_Grackle
2632,049.Boat_tailed_Grackle
2633,049.Boat_tailed_Grackle
2634,049.Boat_tailed_Grackle
2635,049.Boat_tailed_Grackle
2636,049.Boat_tailed_Grackle
2637,049.Boat_tailed_Grackle
2638,049.Boat_tailed_Grackle
2639,049.Boat_tailed_Grackle
2640,079.Belted_Kingfisher
2641,079.Belted_Kingfisher
2642,079.Belted_Kingfisher
2643,079.Belted_Kingfisher
2644,079.Belted_Kingfisher
2645,079.Belted_Kingfisher
2646,079.Belted_Kingfisher
2647,079.Belted_Kingfisher
2648,079.Belted_Kingfisher
2649,079.Belted_Kingfisher
2650,079.Belted_Kingfisher
2651,079.Belted_Kingfisher
2652,079.Belted_Kingfisher
2653,079.Belted_Kingfisher
2654,079.Belted_Kingfisher
2655,079.Belted_Kingfisher
2656,079.Belted_Kingfisher
2657,079.Belted_Kingfisher
2658,079.Belted_Kingfisher
2659,079.Belted_Kingfisher
2660,079.Belted_Kingfisher
2661,079.Belted_Kingfisher
2662,079.Belted_Kingfisher
2663,079.Belted_Kingfisher
2664,079.Belted_Kingfisher
2665,079.Belted_Kingfisher
2666,079.Belted_Kingfisher
2667,079.Belted_Kingfisher
2668,079.Belted_Kingfisher
2669,079.Belted_Kingfisher
2670,110.Geococcyx
2671,110.Geococcyx
2672,110.Geococcyx
2673,110.Geococcyx
2674,110.Geococcyx
2675,110.Geococcyx
2676,110.Geococcyx
2677,110.Geococcyx
2678,110.Geococcyx
2679,110.Geococcyx
2680,110.Geococcyx
2681,110.Geococcyx
2682,110.Geococcyx
2683,110.Geococcyx
2684,110.Geococcyx
2685,110.Geococcyx
2686,110.Geococcyx
2687,110.Geococcyx
2688,110.Geococcyx
2689,110.Geococcyx
2690,110.Geococcyx
2691,110.Geococcyx
2692,110.Geococcyx
2693,110.Geococcyx
2694,110.Geococcyx
2695,110.Geococcyx
2696,110.Geococcyx
2697,110.Geococcyx
2698,110.Geococcyx
2699,110.Geococcyx
2700,184.Louisiana_Waterthrush
2701,184.Louisiana_Waterthrush
2702,184.Louisiana_Waterthrush
2703,184.Louisiana_Waterthrush
2704,184.Louisiana_Waterthrush
2705,184.Louisiana_Waterthrush
2706,184.Louisiana_Waterthrush
2707,184.Louisiana_Waterthrush
2708,184.Louisiana_Waterthrush
2709,184.Louisiana_Waterthrush
2710,184.Louisiana_Waterthrush
2711,184.Louisiana_Waterthrush
2712,184.Louisiana_Waterthrush
2713,184.Louisiana_Waterthrush
2714,184.Louisiana_Waterthrush
2715,184.Louisiana_Waterthrush
2716,184.Louisiana_Waterthrush
2717,184.Louisiana_Waterthrush
2718,184.Louisiana_Waterthrush
2719,184.Louisiana_Waterthrush
2720,184.Louisiana_Waterthrush
2721,184.Louisiana_Waterthrush
2722,184.Louisiana_Waterthrush
2723,184.Louisiana_Waterthrush
2724,184.Louisiana_Waterthrush
2725,184.Louisiana_Waterthrush
2726,184.Louisiana_Waterthrush
2727,184.Louisiana_Waterthrush
2728,184.Louisiana_Waterthrush
2729,184.Louisiana_Waterthrush
2730,106.Horned_Puffin
2731,106.Horned_Puffin
2732,106.Horned_Puffin
2733,106.Horned_Puffin
2734,106.Horned_Puffin
2735,106.Horned_Puffin
2736,106.Horned_Puffin
2737,106.Horned_Puffin
2738,106.Horned_Puffin
2739,106.Horned_Puffin
2740,106.Horned_Puffin
2741,106.Horned_Puffin
2742,106.Horned_Puffin
2743,106.Horned_Puffin
2744,106.Horned_Puffin
2745,106.Horned_Puffin
2746,106.Horned_Puffin
2747,106.Horned_Puffin
2748,106.Horned_Puffin
2749,106.Horned_Puffin
2750,106.Horned_Puffin
2751,106.Horned_Puffin
2752,106.Horned_Puffin
2753,106.Horned_Puffin
2754,106.Horned_Puffin
2755,106.Horned_Puffin
2756,106.Horned_Puffin
2757,106.Horned_Puffin
2758,106.Horned_Puffin
2759,106.Horned_Puffin
2760,118.House_Sparrow
2761,118.House_Sparrow
2762,118.House_Sparrow
2763,118.House_Sparrow
2764,118.House_Sparrow
2765,118.House_Sparrow
2766,118.House_Sparrow
2767,118.House_Sparrow
2768,118.House_Sparrow
2769,118.House_Sparrow
2770,118.House_Sparrow
2771,118.House_Sparrow
2772,118.House_Sparrow
2773,118.House_Sparrow
2774,118.House_Sparrow
2775,118.House_Sparrow
2776,118.House_Sparrow
2777,118.House_Sparrow
2778,118.House_Sparrow
2779,118.House_Sparrow
2780,118.House_Sparrow
2781,118.House_Sparrow
2782,118.House_Sparrow
2783,118.House_Sparrow
2784,118.House_Sparrow
2785,118.House_Sparrow
2786,118.House_Sparrow
2787,118.House_Sparrow
2788,118.House_Sparrow
2789,118.House_Sparrow
2790,104.American_Pipit
2791,104.American_Pipit
2792,104.American_Pipit
2793,104.American_Pipit
2794,104.American_Pipit
2795,104.American_Pipit
2796,104.American_Pipit
2797,104.American_Pipit
2798,104.American_Pipit
2799,104.American_Pipit
2800,104.American_Pipit
2801,104.American_Pipit
2802,104.American_Pipit
2803,104.American_Pipit
2804,104.American_Pipit
2805,104.American_Pipit
2806,104.American_Pipit
2807,104.American_Pipit
2808,104.American_Pipit
2809,104.American_Pipit
2810,104.American_Pipit
2811,104.American_Pipit
2812,104.American_Pipit
2813,104.American_Pipit
2814,104.American_Pipit
2815,104.American_Pipit
2816,104.American_Pipit
2817,104.American_Pipit
2818,104.American_Pipit
2819,104.American_Pipit
2820,010.Red_winged_Blackbird
2821,010.Red_winged_Blackbird
2822,010.Red_winged_Blackbird
2823,010.Red_winged_Blackbird
2824,010.Red_winged_Blackbird
2825,010.Red_winged_Blackbird
2826,010.Red_winged_Blackbird
2827,010.Red_winged_Blackbird
2828,010.Red_winged_Blackbird
2829,010.Red_winged_Blackbird
2830,010.Red_winged_Blackbird
2831,010.Red_winged_Blackbird
2832,010.Red_winged_Blackbird
2833,010.Red_winged_Blackbird
2834,010.Red_winged_Blackbird
2835,010.Red_winged_Blackbird
2836,010.Red_winged_Blackbird
2837,010.Red_winged_Blackbird
2838,010.Red_winged_Blackbird
2839,010.Red_winged_Blackbird
2840,010.Red_winged_Blackbird
2841,010.Red_winged_Blackbird
2842,010.Red_winged_Blackbird
2843,010.Red_winged_Blackbird
2844,010.Red_winged_Blackbird
2845,010.Red_winged_Blackbird
2846,010.Red_winged_Blackbird
2847,010.Red_winged_Blackbird
