,0,1
1317,3379.jpg,011.Rusty_Blackbird
1318,3145.jpg,121.Grasshopper_Sparrow
1319,4071.jpg,093.Clark_Nutcracker
1320,1842.jpg,199.Winter_Wren
1321,13.jpg,086.Pacific_Loon
1322,3740.jpg,042.Vermilion_Flycatcher
1323,3549.jpg,081.Pied_Kingfisher
1324,285.jpg,042.Vermilion_Flycatcher
1325,269.jpg,067.Anna_Hummingbird
1326,3483.jpg,163.Cape_May_Warbler
1327,4279.jpg,102.Western_Wood_Pewee
1328,3662.jpg,200.Common_Yellowthroat
1329,2696.jpg,054.Blue_Grosbeak
1330,3185.jpg,038.Great_Crested_Flycatcher
1331,73.jpg,047.American_Goldfinch
1332,792.jpg,013.Bobolink
1333,1720.jpg,116.Chipping_Sparrow
1334,3530.jpg,133.White_throated_Sparrow
1335,1848.jpg,114.Black_throated_Sparrow
1336,3148.jpg,102.Western_Wood_Pewee
1337,2907.jpg,010.Red_winged_Blackbird
1338,553.jpg,059.California_Gull
1339,255.jpg,088.Western_Meadowlark
1340,2121.jpg,195.Carolina_Wren
1341,2105.jpg,121.Grasshopper_Sparrow
1342,438.jpg,127.Savannah_Sparrow
1343,2584.jpg,074.Florida_Jay
1344,4120.jpg,111.Loggerhead_Shrike
1345,4074.jpg,064.Ring_billed_Gull
1346,3052.jpg,114.Black_throated_Sparrow
1347,448.jpg,127.Savannah_Sparrow
1348,57.jpg,002.Laysan_Albatross
1349,3325.jpg,197.Marsh_Wren
1350,3356.jpg,175.Pine_Warbler
1351,1858.jpg,186.Cedar_Waxwing
1352,3651.jpg,171.Myrtle_Warbler
1353,918.jpg,163.Cape_May_Warbler
1354,4232.jpg,134.Cape_Glossy_Starling
1355,3088.jpg,185.Bohemian_Waxwing
1356,552.jpg,150.Sage_Thrasher
1357,578.jpg,086.Pacific_Loon
1358,92.jpg,061.Heermann_Gull
1359,3840.jpg,053.Western_Grebe
1360,2429.jpg,103.Sayornis
1361,4254.jpg,021.Eastern_Towhee
1362,2692.jpg,004.Groove_billed_Ani
1363,3241.jpg,029.American_Crow
1364,4106.jpg,109.American_Redstart
1365,25.jpg,136.Barn_Swallow
1366,155.jpg,041.Scissor_tailed_Flycatcher
1367,4259.jpg,142.Black_Tern
1368,3177.jpg,191.Red_headed_Woodpecker
1369,3737.jpg,148.Green_tailed_Towhee
1370,2598.jpg,014.Indigo_Bunting
1371,2992.jpg,174.Palm_Warbler
1372,3057.jpg,140.Summer_Tanager
1373,2848.jpg,081.Pied_Kingfisher
1374,1490.jpg,083.White_breasted_Kingfisher
1375,3499.jpg,116.Chipping_Sparrow
1376,3940.jpg,026.Bronzed_Cowbird
1377,406.jpg,083.White_breasted_Kingfisher
1378,3974.jpg,091.Mockingbird
1379,2095.jpg,092.Nighthawk
1380,2098.jpg,063.Ivory_Gull
1381,2250.jpg,092.Nighthawk
1382,2912.jpg,055.Evening_Grosbeak
1383,471.jpg,106.Horned_Puffin
1384,926.jpg,165.Chestnut_sided_Warbler
1385,3533.jpg,071.Long_tailed_Jaeger
1386,3011.jpg,136.Barn_Swallow
1387,29.jpg,047.American_Goldfinch
1388,2767.jpg,133.White_throated_Sparrow
1389,2175.jpg,142.Black_Tern
1390,3911.jpg,130.Tree_Sparrow
1391,1159.jpg,011.Rusty_Blackbird
1392,1236.jpg,086.Pacific_Loon
1393,1844.jpg,001.Black_footed_Albatross
1394,802.jpg,092.Nighthawk
1395,1206.jpg,031.Black_billed_Cuckoo
1396,111.jpg,183.Northern_Waterthrush
1397,892.jpg,147.Least_Tern
1398,3345.jpg,175.Pine_Warbler
1399,41.jpg,139.Scarlet_Tanager
1400,3682.jpg,112.Great_Grey_Shrike
1401,3800.jpg,062.Herring_Gull
1402,3110.jpg,087.Mallard
1403,3442.jpg,082.Ringed_Kingfisher
1404,1055.jpg,188.Pileated_Woodpecker
1405,2765.jpg,088.Western_Meadowlark
1406,2233.jpg,189.Red_bellied_Woodpecker
1407,2662.jpg,098.Scott_Oriole
1408,4084.jpg,191.Red_headed_Woodpecker
1409,3568.jpg,013.Bobolink
1410,4080.jpg,059.California_Gull
1411,1485.jpg,048.European_Goldfinch
1412,3926.jpg,170.Mourning_Warbler
1413,2997.jpg,164.Cerulean_Warbler
1414,2659.jpg,132.White_crowned_Sparrow
1415,4251.jpg,152.Blue_headed_Vireo
1416,1534.jpg,077.Tropical_Kingbird
1417,2544.jpg,143.Caspian_Tern
1418,3368.jpg,123.Henslow_Sparrow
1419,3401.jpg,004.Groove_billed_Ani
1420,1645.jpg,137.Cliff_Swallow
1421,2054.jpg,136.Barn_Swallow
1422,394.jpg,172.Nashville_Warbler
1423,3614.jpg,050.Eared_Grebe
1424,244.jpg,180.Wilson_Warbler
1425,680.jpg,164.Cerulean_Warbler
1426,3232.jpg,095.Baltimore_Oriole
1427,917.jpg,136.Barn_Swallow
1428,1739.jpg,046.Gadwall
1429,1765.jpg,194.Cactus_Wren
1430,966.jpg,164.Cerulean_Warbler
1431,3865.jpg,013.Bobolink
1432,4131.jpg,054.Blue_Grosbeak
1433,2830.jpg,079.Belted_Kingfisher
1434,826.jpg,143.Caspian_Tern
1435,2702.jpg,073.Blue_Jay
1436,47.jpg,180.Wilson_Warbler
1437,2784.jpg,077.Tropical_Kingbird
1438,2288.jpg,094.White_breasted_Nuthatch
1439,44.jpg,142.Black_Tern
1440,2838.jpg,177.Prothonotary_Warbler
1441,1383.jpg,118.House_Sparrow
1442,1922.jpg,026.Bronzed_Cowbird
1443,4281.jpg,052.Pied_billed_Grebe
1444,3914.jpg,054.Blue_Grosbeak
1445,2484.jpg,129.Song_Sparrow
1446,667.jpg,082.Ringed_Kingfisher
1447,3462.jpg,108.White_necked_Raven
1448,2055.jpg,095.Baltimore_Oriole
1449,3621.jpg,080.Green_Kingfisher
1450,1460.jpg,198.Rock_Wren
1451,2342.jpg,062.Herring_Gull
1452,4294.jpg,186.Cedar_Waxwing
1453,3096.jpg,085.Horned_Lark
1454,1742.jpg,183.Northern_Waterthrush
1455,3016.jpg,077.Tropical_Kingbird
1456,2879.jpg,079.Belted_Kingfisher
1457,3273.jpg,035.Purple_Finch
1458,2721.jpg,109.American_Redstart
1459,276.jpg,128.Seaside_Sparrow
1460,933.jpg,183.Northern_Waterthrush
1461,424.jpg,085.Horned_Lark
1462,907.jpg,035.Purple_Finch
1463,662.jpg,176.Prairie_Warbler
1464,2328.jpg,109.American_Redstart
1465,2583.jpg,088.Western_Meadowlark
1466,2875.jpg,161.Blue_winged_Warbler
1467,1894.jpg,110.Geococcyx
1468,1673.jpg,014.Indigo_Bunting
1469,2577.jpg,152.Blue_headed_Vireo
1470,3557.jpg,131.Vesper_Sparrow
1471,3463.jpg,104.American_Pipit
1472,1059.jpg,081.Pied_Kingfisher
1473,945.jpg,094.White_breasted_Nuthatch
1474,2278.jpg,140.Summer_Tanager
1475,4212.jpg,123.Henslow_Sparrow
1476,4048.jpg,090.Red_breasted_Merganser
1477,1254.jpg,079.Belted_Kingfisher
1478,2984.jpg,027.Shiny_Cowbird
1479,1150.jpg,011.Rusty_Blackbird
1480,1166.jpg,010.Red_winged_Blackbird
1481,37.jpg,099.Ovenbird
1482,4124.jpg,082.Ringed_Kingfisher
1483,2234.jpg,063.Ivory_Gull
1484,3952.jpg,150.Sage_Thrasher
1485,2983.jpg,053.Western_Grebe
1486,330.jpg,183.Northern_Waterthrush
1487,3609.jpg,128.Seaside_Sparrow
1488,1476.jpg,085.Horned_Lark
1489,2063.jpg,077.Tropical_Kingbird
1490,996.jpg,138.Tree_Swallow
1491,2714.jpg,044.Frigatebird
1492,2528.jpg,025.Pelagic_Cormorant
1493,3261.jpg,013.Bobolink
1494,3292.jpg,080.Green_Kingfisher
1495,1060.jpg,030.Fish_Crow
1496,3061.jpg,142.Black_Tern
1497,4304.jpg,127.Savannah_Sparrow
1498,2826.jpg,127.Savannah_Sparrow
1499,931.jpg,130.Tree_Sparrow
1500,712.jpg,191.Red_headed_Woodpecker
1501,563.jpg,106.Horned_Puffin
1502,1535.jpg,038.Great_Crested_Flycatcher
1503,2773.jpg,089.Hooded_Merganser
1504,3009.jpg,062.Herring_Gull
1505,3265.jpg,198.Rock_Wren
1506,1003.jpg,106.Horned_Puffin
1507,3389.jpg,096.Hooded_Oriole
1508,3888.jpg,080.Green_Kingfisher
1509,1346.jpg,140.Summer_Tanager
1510,2219.jpg,013.Bobolink
1511,1360.jpg,079.Belted_Kingfisher
1512,1496.jpg,150.Sage_Thrasher
1513,3871.jpg,131.Vesper_Sparrow
1514,2508.jpg,064.Ring_billed_Gull
1515,2871.jpg,130.Tree_Sparrow
1516,3522.jpg,057.Rose_breasted_Grosbeak
1517,2923.jpg,129.Song_Sparrow
1518,2238.jpg,021.Eastern_Towhee
1519,1458.jpg,049.Boat_tailed_Grackle
1520,4115.jpg,159.Black_and_white_Warbler
1521,1706.jpg,051.Horned_Grebe
1522,1124.jpg,094.White_breasted_Nuthatch
1523,618.jpg,140.Summer_Tanager
1524,2716.jpg,164.Cerulean_Warbler
1525,3025.jpg,063.Ivory_Gull
1526,4014.jpg,112.Great_Grey_Shrike
1527,268.jpg,067.Anna_Hummingbird
1528,1325.jpg,072.Pomarine_Jaeger
1529,1800.jpg,090.Red_breasted_Merganser
1530,1427.jpg,200.Common_Yellowthroat
1531,2866.jpg,048.European_Goldfinch
1532,4149.jpg,046.Gadwall
1533,1442.jpg,001.Black_footed_Albatross
1534,2041.jpg,174.Palm_Warbler
1535,4182.jpg,143.Caspian_Tern
1536,1859.jpg,030.Fish_Crow
1537,1804.jpg,172.Nashville_Warbler
1538,4265.jpg,063.Ivory_Gull
1539,3520.jpg,013.Bobolink
1540,890.jpg,173.Orange_crowned_Warbler
1541,1895.jpg,127.Savannah_Sparrow
1542,2465.jpg,139.Scarlet_Tanager
1543,4280.jpg,173.Orange_crowned_Warbler
1544,1080.jpg,077.Tropical_Kingbird
1545,1545.jpg,053.Western_Grebe
1546,2417.jpg,026.Bronzed_Cowbird
1547,3562.jpg,150.Sage_Thrasher
1548,3690.jpg,112.Great_Grey_Shrike
1549,1893.jpg,177.Prothonotary_Warbler
1550,1089.jpg,177.Prothonotary_Warbler
1551,4188.jpg,200.Common_Yellowthroat
1552,2671.jpg,053.Western_Grebe
1553,1477.jpg,072.Pomarine_Jaeger
1554,230.jpg,094.White_breasted_Nuthatch
1555,1489.jpg,041.Scissor_tailed_Flycatcher
1556,1602.jpg,076.Dark_eyed_Junco
1557,2446.jpg,074.Florida_Jay
1558,3965.jpg,089.Hooded_Merganser
1559,3771.jpg,030.Fish_Crow
1560,3655.jpg,177.Prothonotary_Warbler
1561,469.jpg,041.Scissor_tailed_Flycatcher
1562,3021.jpg,077.Tropical_Kingbird
1563,3823.jpg,010.Red_winged_Blackbird
1564,1345.jpg,189.Red_bellied_Woodpecker
1565,3635.jpg,158.Bay_breasted_Warbler
1566,2112.jpg,076.Dark_eyed_Junco
1567,2481.jpg,118.House_Sparrow
1568,651.jpg,080.Green_Kingfisher
1569,2314.jpg,144.Common_Tern
1570,452.jpg,027.Shiny_Cowbird
1571,2993.jpg,134.Cape_Glossy_Starling
1572,2736.jpg,192.Downy_Woodpecker
1573,992.jpg,130.Tree_Sparrow
1574,295.jpg,194.Cactus_Wren
1575,2828.jpg,004.Groove_billed_Ani
1576,2494.jpg,074.Florida_Jay
1577,4209.jpg,087.Mallard
1578,2147.jpg,036.Northern_Flicker
1579,3657.jpg,010.Red_winged_Blackbird
1580,2861.jpg,108.White_necked_Raven
1581,2704.jpg,150.Sage_Thrasher
1582,1542.jpg,045.Northern_Fulmar
1583,4263.jpg,064.Ring_billed_Gull
1584,970.jpg,161.Blue_winged_Warbler
1585,370.jpg,145.Elegant_Tern
1586,175.jpg,172.Nashville_Warbler
1587,963.jpg,096.Hooded_Oriole
1588,2072.jpg,165.Chestnut_sided_Warbler
1589,3248.jpg,083.White_breasted_Kingfisher
1590,979.jpg,133.White_throated_Sparrow
1591,3160.jpg,014.Indigo_Bunting
1592,1604.jpg,074.Florida_Jay
1593,895.jpg,200.Common_Yellowthroat
1594,2579.jpg,128.Seaside_Sparrow
1595,1004.jpg,131.Vesper_Sparrow
1596,164.jpg,173.Orange_crowned_Warbler
1597,3722.jpg,055.Evening_Grosbeak
1598,3790.jpg,188.Pileated_Woodpecker
1599,1517.jpg,197.Marsh_Wren
1600,3097.jpg,082.Ringed_Kingfisher
1601,325.jpg,139.Scarlet_Tanager
1602,78.jpg,054.Blue_Grosbeak
1603,2331.jpg,167.Hooded_Warbler
1604,4320.jpg,180.Wilson_Warbler
1605,3556.jpg,185.Bohemian_Waxwing
1606,1561.jpg,031.Black_billed_Cuckoo
1607,4072.jpg,131.Vesper_Sparrow
1608,1304.jpg,004.Groove_billed_Ani
1609,1935.jpg,041.Scissor_tailed_Flycatcher
1610,96.jpg,174.Palm_Warbler
1611,3415.jpg,088.Western_Meadowlark
1612,1154.jpg,046.Gadwall
1613,1718.jpg,070.Green_Violetear
1614,391.jpg,029.American_Crow
1615,868.jpg,092.Nighthawk
1616,908.jpg,132.White_crowned_Sparrow
1617,3354.jpg,184.Louisiana_Waterthrush
1618,2184.jpg,069.Rufous_Hummingbird
1619,3880.jpg,079.Belted_Kingfisher
1620,883.jpg,197.Marsh_Wren
1621,999.jpg,026.Bronzed_Cowbird
1622,3567.jpg,145.Elegant_Tern
1623,2498.jpg,156.White_eyed_Vireo
1624,2591.jpg,123.Henslow_Sparrow
1625,772.jpg,195.Carolina_Wren
1626,3747.jpg,076.Dark_eyed_Junco
1627,3585.jpg,035.Purple_Finch
1628,687.jpg,109.American_Redstart
1629,3517.jpg,063.Ivory_Gull
1630,1968.jpg,195.Carolina_Wren
1631,2576.jpg,138.Tree_Swallow
1632,2968.jpg,029.American_Crow
1633,673.jpg,193.Bewick_Wren
1634,1886.jpg,147.Least_Tern
1635,2932.jpg,184.Louisiana_Waterthrush
1636,3317.jpg,162.Canada_Warbler
1637,3294.jpg,014.Indigo_Bunting
1638,2600.jpg,171.Myrtle_Warbler
1639,1740.jpg,054.Blue_Grosbeak
1640,682.jpg,194.Cactus_Wren
1641,1899.jpg,193.Bewick_Wren
1642,1928.jpg,161.Blue_winged_Warbler
1643,4201.jpg,162.Canada_Warbler
1644,640.jpg,045.Northern_Fulmar
1645,2698.jpg,142.Black_Tern
1646,1167.jpg,095.Baltimore_Oriole
1647,67.jpg,090.Red_breasted_Merganser
1648,3078.jpg,014.Indigo_Bunting
1649,2273.jpg,123.Henslow_Sparrow
1650,3471.jpg,175.Pine_Warbler
1651,2586.jpg,140.Summer_Tanager
1652,1431.jpg,171.Myrtle_Warbler
1653,2505.jpg,199.Winter_Wren
1654,726.jpg,144.Common_Tern
1655,2523.jpg,013.Bobolink
1656,3184.jpg,173.Orange_crowned_Warbler
1657,22.jpg,164.Cerulean_Warbler
1658,30.jpg,128.Seaside_Sparrow
1659,468.jpg,083.White_breasted_Kingfisher
1660,129.jpg,053.Western_Grebe
1661,2892.jpg,198.Rock_Wren
1662,1201.jpg,073.Blue_Jay
1663,3803.jpg,142.Black_Tern
1664,2220.jpg,052.Pied_billed_Grebe
1665,1024.jpg,180.Wilson_Warbler
1666,2522.jpg,082.Ringed_Kingfisher
1667,4102.jpg,195.Carolina_Wren
1668,2655.jpg,161.Blue_winged_Warbler
1669,2663.jpg,010.Red_winged_Blackbird
1670,1216.jpg,130.Tree_Sparrow
1671,1160.jpg,070.Green_Violetear
1672,2518.jpg,100.Brown_Pelican
1673,1633.jpg,154.Red_eyed_Vireo
1674,2179.jpg,189.Red_bellied_Woodpecker
1675,2420.jpg,094.White_breasted_Nuthatch
1676,885.jpg,050.Eared_Grebe
1677,2018.jpg,088.Western_Meadowlark
1678,3274.jpg,011.Rusty_Blackbird
1679,4003.jpg,121.Grasshopper_Sparrow
1680,3660.jpg,175.Pine_Warbler
1681,528.jpg,118.House_Sparrow
1682,1815.jpg,083.White_breasted_Kingfisher
1683,3165.jpg,109.American_Redstart
1684,940.jpg,061.Heermann_Gull
1685,3908.jpg,109.American_Redstart
1686,1499.jpg,114.Black_throated_Sparrow
1687,2886.jpg,100.Brown_Pelican
1688,306.jpg,002.Laysan_Albatross
1689,587.jpg,051.Horned_Grebe
1690,3513.jpg,171.Myrtle_Warbler
1691,3066.jpg,051.Horned_Grebe
1692,2391.jpg,076.Dark_eyed_Junco
1693,88.jpg,174.Palm_Warbler
1694,2500.jpg,014.Indigo_Bunting
1695,1151.jpg,164.Cerulean_Warbler
1696,3923.jpg,092.Nighthawk
1697,2507.jpg,146.Forsters_Tern
1698,2406.jpg,162.Canada_Warbler
1699,3806.jpg,173.Orange_crowned_Warbler
1700,137.jpg,029.American_Crow
1701,3089.jpg,142.Black_Tern
1702,2971.jpg,161.Blue_winged_Warbler
1703,2779.jpg,014.Indigo_Bunting
1704,86.jpg,120.Fox_Sparrow
1705,1297.jpg,048.European_Goldfinch
1706,1756.jpg,071.Long_tailed_Jaeger
1707,859.jpg,161.Blue_winged_Warbler
1708,3404.jpg,025.Pelagic_Cormorant
1709,3299.jpg,011.Rusty_Blackbird
1710,594.jpg,067.Anna_Hummingbird
1711,2489.jpg,004.Groove_billed_Ani
1712,1419.jpg,170.Mourning_Warbler
1713,1129.jpg,198.Rock_Wren
1714,2504.jpg,047.American_Goldfinch
1715,2194.jpg,057.Rose_breasted_Grosbeak
1716,3576.jpg,199.Winter_Wren
1717,3947.jpg,193.Bewick_Wren
1718,2009.jpg,068.Ruby_throated_Hummingbird
1719,3108.jpg,188.Pileated_Woodpecker
1720,3668.jpg,048.European_Goldfinch
1721,4025.jpg,138.Tree_Swallow
1722,2599.jpg,057.Rose_breasted_Grosbeak
1723,2118.jpg,077.Tropical_Kingbird
1724,2466.jpg,100.Brown_Pelican
1725,3028.jpg,172.Nashville_Warbler
1726,3998.jpg,155.Warbling_Vireo
1727,3583.jpg,087.Mallard
1728,2427.jpg,170.Mourning_Warbler
1729,1375.jpg,200.Common_Yellowthroat
1730,977.jpg,098.Scott_Oriole
1731,3047.jpg,112.Great_Grey_Shrike
1732,2926.jpg,171.Myrtle_Warbler
1733,2740.jpg,138.Tree_Swallow
1734,1264.jpg,082.Ringed_Kingfisher
1735,361.jpg,021.Eastern_Towhee
1736,3970.jpg,173.Orange_crowned_Warbler
1737,3347.jpg,038.Great_Crested_Flycatcher
1738,2812.jpg,049.Boat_tailed_Grackle
1739,2887.jpg,194.Cactus_Wren
1740,2473.jpg,074.Florida_Jay
1741,473.jpg,011.Rusty_Blackbird
1742,3484.jpg,146.Forsters_Tern
1743,1836.jpg,061.Heermann_Gull
1744,270.jpg,096.Hooded_Oriole
1745,2734.jpg,077.Tropical_Kingbird
1746,1185.jpg,145.Elegant_Tern
1747,2403.jpg,120.Fox_Sparrow
1748,1992.jpg,052.Pied_billed_Grebe
1749,2752.jpg,030.Fish_Crow
1750,507.jpg,047.American_Goldfinch
1751,2672.jpg,163.Cape_May_Warbler
1752,835.jpg,052.Pied_billed_Grebe
1753,611.jpg,029.American_Crow
1754,870.jpg,064.Ring_billed_Gull
1755,1854.jpg,096.Hooded_Oriole
1756,2954.jpg,036.Northern_Flicker
1757,3039.jpg,143.Caspian_Tern
1758,2015.jpg,154.Red_eyed_Vireo
1759,937.jpg,059.California_Gull
1760,3406.jpg,155.Warbling_Vireo
1761,1428.jpg,174.Palm_Warbler
1762,2418.jpg,021.Eastern_Towhee
1763,2627.jpg,062.Herring_Gull
1764,952.jpg,069.Rufous_Hummingbird
1765,569.jpg,170.Mourning_Warbler
1766,1349.jpg,192.Downy_Woodpecker
1767,1964.jpg,136.Barn_Swallow
1768,3536.jpg,123.Henslow_Sparrow
1769,2150.jpg,052.Pied_billed_Grebe
1770,4111.jpg,138.Tree_Swallow
1771,1909.jpg,140.Summer_Tanager
1772,1986.jpg,102.Western_Wood_Pewee
1773,3494.jpg,077.Tropical_Kingbird
1774,4156.jpg,137.Cliff_Swallow
1775,4032.jpg,199.Winter_Wren
1776,3896.jpg,047.American_Goldfinch
1777,2192.jpg,093.Clark_Nutcracker
1778,3277.jpg,129.Song_Sparrow
1779,6.jpg,121.Grasshopper_Sparrow
1780,3519.jpg,140.Summer_Tanager
1781,1853.jpg,104.American_Pipit
1782,1606.jpg,089.Hooded_Merganser
1783,19.jpg,004.Groove_billed_Ani
1784,929.jpg,192.Downy_Woodpecker
1785,3147.jpg,073.Blue_Jay
1786,3774.jpg,122.Harris_Sparrow
1787,2027.jpg,184.Louisiana_Waterthrush
1788,327.jpg,063.Ivory_Gull
1789,3604.jpg,177.Prothonotary_Warbler
1790,338.jpg,052.Pied_billed_Grebe
1791,2860.jpg,127.Savannah_Sparrow
1792,1187.jpg,156.White_eyed_Vireo
1793,3603.jpg,088.Western_Meadowlark
1794,3518.jpg,173.Orange_crowned_Warbler
1795,1326.jpg,085.Horned_Lark
1796,3308.jpg,147.Least_Tern
1797,525.jpg,195.Carolina_Wren
1798,3687.jpg,128.Seaside_Sparrow
1799,2317.jpg,076.Dark_eyed_Junco
1800,3716.jpg,041.Scissor_tailed_Flycatcher
1801,2545.jpg,143.Caspian_Tern
1802,2729.jpg,129.Song_Sparrow
1803,2614.jpg,036.Northern_Flicker
1804,1528.jpg,044.Frigatebird
1805,2116.jpg,059.California_Gull
1806,1121.jpg,193.Bewick_Wren
1807,3610.jpg,171.Myrtle_Warbler
1808,486.jpg,038.Great_Crested_Flycatcher
1809,3851.jpg,132.White_crowned_Sparrow
1810,3683.jpg,114.Black_throated_Sparrow
1811,2820.jpg,001.Black_footed_Albatross
1812,3957.jpg,067.Anna_Hummingbird
1813,4178.jpg,080.Green_Kingfisher
1814,4270.jpg,148.Green_tailed_Towhee
1815,2613.jpg,072.Pomarine_Jaeger
1816,2950.jpg,049.Boat_tailed_Grackle
1817,3373.jpg,198.Rock_Wren
1818,571.jpg,095.Baltimore_Oriole
1819,646.jpg,021.Eastern_Towhee
1820,1418.jpg,026.Bronzed_Cowbird
1821,3464.jpg,076.Dark_eyed_Junco
1822,2439.jpg,185.Bohemian_Waxwing
1823,4287.jpg,132.White_crowned_Sparrow
1824,672.jpg,056.Pine_Grosbeak
1825,2867.jpg,199.Winter_Wren
1826,2362.jpg,199.Winter_Wren
1827,1990.jpg,026.Bronzed_Cowbird
1828,483.jpg,093.Clark_Nutcracker
1829,207.jpg,156.White_eyed_Vireo
1830,388.jpg,128.Seaside_Sparrow
1831,3032.jpg,057.Rose_breasted_Grosbeak
1832,3748.jpg,026.Bronzed_Cowbird
1833,3382.jpg,182.Yellow_Warbler
1834,1575.jpg,030.Fish_Crow
1835,1501.jpg,193.Bewick_Wren
1836,3623.jpg,030.Fish_Crow
1837,1099.jpg,071.Long_tailed_Jaeger
1838,3278.jpg,186.Cedar_Waxwing
1839,3602.jpg,132.White_crowned_Sparrow
1840,3589.jpg,011.Rusty_Blackbird
1841,48.jpg,081.Pied_Kingfisher
1842,626.jpg,185.Bohemian_Waxwing
1843,1482.jpg,127.Savannah_Sparrow
1844,2979.jpg,138.Tree_Swallow
1845,34.jpg,095.Baltimore_Oriole
1846,3492.jpg,093.Clark_Nutcracker
1847,3984.jpg,054.Blue_Grosbeak
1848,3791.jpg,140.Summer_Tanager
1849,3330.jpg,165.Chestnut_sided_Warbler
1850,3024.jpg,140.Summer_Tanager
1851,605.jpg,054.Blue_Grosbeak
1852,2035.jpg,021.Eastern_Towhee
1853,423.jpg,167.Hooded_Warbler
1854,3939.jpg,156.White_eyed_Vireo
1855,2062.jpg,167.Hooded_Warbler
1856,1914.jpg,088.Western_Meadowlark
1857,3900.jpg,142.Black_Tern
1858,1825.jpg,083.White_breasted_Kingfisher
1859,1420.jpg,110.Geococcyx
1860,3376.jpg,100.Brown_Pelican
1861,880.jpg,194.Cactus_Wren
1862,3906.jpg,146.Forsters_Tern
1863,2899.jpg,104.American_Pipit
1864,2351.jpg,139.Scarlet_Tanager
1865,10.jpg,142.Black_Tern
1866,1179.jpg,021.Eastern_Towhee
1867,2569.jpg,167.Hooded_Warbler
1868,250.jpg,072.Pomarine_Jaeger
1869,2180.jpg,074.Florida_Jay
1870,2198.jpg,186.Cedar_Waxwing
1871,1461.jpg,052.Pied_billed_Grebe
1872,1607.jpg,143.Caspian_Tern
1873,4309.jpg,080.Green_Kingfisher
1874,4185.jpg,069.Rufous_Hummingbird
1875,3768.jpg,050.Eared_Grebe
1876,2215.jpg,099.Ovenbird
1877,694.jpg,110.Geococcyx
1878,1444.jpg,014.Indigo_Bunting
1879,2459.jpg,081.Pied_Kingfisher
1880,2386.jpg,200.Common_Yellowthroat
1881,1878.jpg,040.Olive_sided_Flycatcher
1882,1578.jpg,069.Rufous_Hummingbird
1883,3134.jpg,010.Red_winged_Blackbird
1884,1916.jpg,095.Baltimore_Oriole
1885,2863.jpg,036.Northern_Flicker
1886,296.jpg,127.Savannah_Sparrow
1887,3101.jpg,026.Bronzed_Cowbird
1888,3595.jpg,021.Eastern_Towhee
1889,312.jpg,147.Least_Tern
1890,3573.jpg,111.Loggerhead_Shrike
1891,2214.jpg,194.Cactus_Wren
1892,1051.jpg,147.Least_Tern
1893,2829.jpg,111.Loggerhead_Shrike
1894,2653.jpg,127.Savannah_Sparrow
1895,1741.jpg,080.Green_Kingfisher
1896,923.jpg,070.Green_Violetear
1897,2325.jpg,106.Horned_Puffin
1898,1913.jpg,134.Cape_Glossy_Starling
1899,1731.jpg,144.Common_Tern
1900,3170.jpg,064.Ring_billed_Gull
1901,2229.jpg,142.Black_Tern
1902,2092.jpg,143.Caspian_Tern
1903,3994.jpg,110.Geococcyx
1904,3279.jpg,013.Bobolink
1905,998.jpg,177.Prothonotary_Warbler
1906,3516.jpg,137.Cliff_Swallow
1907,50.jpg,090.Red_breasted_Merganser
1908,1527.jpg,148.Green_tailed_Towhee
1909,946.jpg,088.Western_Meadowlark
1910,4105.jpg,061.Heermann_Gull
1911,3545.jpg,025.Pelagic_Cormorant
1912,3142.jpg,057.Rose_breasted_Grosbeak
1913,3695.jpg,104.American_Pipit
1914,3132.jpg,140.Summer_Tanager
1915,3680.jpg,127.Savannah_Sparrow
1916,3773.jpg,175.Pine_Warbler
1917,3708.jpg,054.Blue_Grosbeak
1918,3769.jpg,162.Canada_Warbler
1919,3675.jpg,086.Pacific_Loon
1920,3316.jpg,145.Elegant_Tern
1921,3092.jpg,095.Baltimore_Oriole
1922,2449.jpg,142.Black_Tern
1923,632.jpg,104.American_Pipit
1924,3714.jpg,110.Geococcyx
1925,3541.jpg,176.Prairie_Warbler
1926,3775.jpg,104.American_Pipit
1927,2486.jpg,066.Western_Gull
1928,1104.jpg,090.Red_breasted_Merganser
1929,3137.jpg,021.Eastern_Towhee
1930,1876.jpg,148.Green_tailed_Towhee
1931,1816.jpg,137.Cliff_Swallow
1932,1864.jpg,177.Prothonotary_Warbler
1933,2821.jpg,138.Tree_Swallow
1934,3046.jpg,085.Horned_Lark
1935,1824.jpg,082.Ringed_Kingfisher
1936,2036.jpg,165.Chestnut_sided_Warbler
1937,3946.jpg,159.Black_and_white_Warbler
1938,660.jpg,070.Green_Violetear
1939,898.jpg,100.Brown_Pelican
1940,1071.jpg,055.Evening_Grosbeak
1941,387.jpg,001.Black_footed_Albatross
1942,2236.jpg,029.American_Crow
1943,2934.jpg,110.Geococcyx
1944,1341.jpg,040.Olive_sided_Flycatcher
1945,1808.jpg,026.Bronzed_Cowbird
1946,1221.jpg,001.Black_footed_Albatross
1947,1457.jpg,080.Green_Kingfisher
1948,3607.jpg,096.Hooded_Oriole
1949,2425.jpg,175.Pine_Warbler
1950,3111.jpg,072.Pomarine_Jaeger
1951,3658.jpg,112.Great_Grey_Shrike
1952,3560.jpg,177.Prothonotary_Warbler
